"hotelNo","hotelName","address1","address2","postalCode","areaCode","areaName","","","","","","","","","","","","",""
"184598","ザ・ペニンシュラ東京","東京都","千代田区有楽町1-8-1","100-0006","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"184009","マンダリン　オリエンタル　東京","東京都","中央区日本橋室町2-1-1","103-8328","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"11315","ホテル奉仕会館","東京都","中央区日本橋横山町5-8-5F","103-0003","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"184530","Ｔａｂｉｓｔ　銀座","東京都","中央区銀座7-17-7","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"10831","ＢＡＮ　ＨＯＴＥＬ　築地銀座","東京都","中央区築地3-17-10","104-0045","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"70356","東横ＩＮＮ東西線西葛西","東京都","江戸川区西葛西5-11-12","134-0088","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"147093","ミレニアム三井ガーデンホテル東京","東京都","中央区銀座5-11-1","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"183323","ホテル　モンテ　エルマーナ東京","東京都","中央区日本橋3-3-15","103-0027","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"176635","レムプラス銀座","東京都","中央区銀座8-11-11","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"160831","ＬＹＵＲＯ　東京清澄　ｂｙ　ＴＨＥ　ＳＨＡＲＥ　ＨＯＴＥＬＳ","東京都","江東区清澄1-1-7 ","135-0024","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"5002","ホテルモントレ銀座","東京都","中央区銀座2-10-2","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"130521","ホテルリブマックスＢＵＤＧＥＴ東京木場","東京都","江東区東陽1-27-6","135-0016","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"166074","三井ガーデンホテル大手町","東京都","千代田区内神田2-1-2","101-0047","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"183800","ＥＬＥ　ｈｏｔｅｌ　Ｇｉｎｚａ　Ｅａｓｔ","東京都","中央区新富1-15-10","104-0041","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"172702","御徒町アーバンホテル","東京都","千代田区外神田6-16-8","101-0021","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"1420","ビジネスホテル堀留ヴィラ","東京都","中央区日本橋堀留町1-10-10","103-0012","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"165588","ＧＬＡＮＳＩＴ　ＡＫＩＨＡＢＡＲＡ（グランジット　秋葉原）","東京都","千代田区外神田4-4-6","101-0021","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"166080","ホテル京阪　築地銀座　グランデ","東京都","中央区築地3丁目5-4","104-0045","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"179205","イチホテル東京八丁堀","東京都","中央区八丁堀3-26-11","104-0032","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"177433","ホテルリブマックス日本橋小網町","東京都","中央区日本橋小網町10-7","103-0016","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"75217","東横ＩＮＮ東京駅新大橋前","東京都","中央区日本橋浜町2-58-2","103-0007","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"164923","トーセイホテルココネ神田","東京都","千代田区内神田3-2-10","101-0047","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"172931","三井ガーデンホテル銀座五丁目","東京都","中央区銀座5-13-15","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"28558","ホテルマイステイズ清澄白河","東京都","江東区常盤1-12-16","135-0006","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"178893","ホテルビスタ東京［築地］","東京都","中央区築地4-3-9","104-0045","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"53403","ホテルグレイスリー銀座","東京都","中央区銀座7-10-1 フロント3階","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"140740","相鉄フレッサイン　日本橋人形町","東京都","中央区日本橋蛎殻町1-15-4","103-0014","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"68657","東横ＩＮＮ門前仲町永代橋","東京都","江東区永代1-15-3","135-0034","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"80754","住友不動産ホテル　ヴィラフォンテーヌ東京茅場町","東京都","中央区新川1-8-2","104-0033","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"191480","三井ガーデンホテル銀座築地","東京都","中央区築地4-7-1","104-0045","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"183393","イビススタイルズ東京銀座","東京都","中央区銀座7-10-9","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"182882","ＫＯＫＯ　ＨＯＴＥＬ　築地　銀座","東京都","中央区築地6-8-8","104-0045","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"80763","住友不動産ホテル　ヴィラフォンテーヌ東京八丁堀","東京都","中央区日本橋茅場町3-3-3","103-0025","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"161123","ホテルリブマックス東京潮見駅前","東京都","江東区潮見2-8-8","135-0052","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"162998","ナインアワーズウーマン神田","東京都","千代田区鍛治町2-9-4","101-0044","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"181420","ＫＯＫＯ　ＨＯＴＥＬ　銀座一丁目","東京都","中央区銀座1-9-5","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"108353","東横ＩＮＮ日本橋人形町","東京都","中央区日本橋蛎殻町１－１０－２","103-0014","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"80765","住友不動産ホテル　ヴィラフォンテーヌ東京日本橋箱崎","東京都","中央区日本橋箱崎町20-10","103-0015","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"197075","ＫＯＫＯ　ＨＯＴＥＬ　東京西葛西","東京都","江戸川区西葛西6-17-9","134-0088","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"182693","ホテルグランバッハ東京銀座","東京都","中央区銀座5丁目13番12号","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"184630","ナインアワーズ人形町","東京都","中央区日本橋人形町3-6-1","103-0013","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"187116","銀座ホテルｂｙグランベル","東京都","中央区銀座7丁目2番18号","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"161244","ホテル庵築地","東京都","中央区築地3-10-4","104-0045","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"153534","ホテルリブマックス葛西駅前","東京都","江戸川区東葛西6-1-3","134-0084","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"191615","ＥＬＥ　Ｈｏｔｅｌ　東日本橋","東京都","中央区日本橋久松町10-4","103-0005","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"28648","ＢｕｍＢ（ぶんぶ）東京スポーツ文化館","東京都","江東区夢の島2-1-3","136-0081","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"195991","ＧＲＡＮＤ　ＨＯＳＴＥＬ　ＬＤＫ　東京西葛西（ＴＯＫＹＯ　ＮＩＳＨＩＫＡＳＡＩ）","東京都","江戸川区西葛西6-9-5","134-0088","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"187916","東横ＩＮＮ茅場町駅","東京都","中央区茅場町1-4-9","103-0025","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"172838","ホテルリブマックス東京神田駅前","東京都","千代田区鍛冶町2-4-3","101-0044","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"173153","ＴＳＵＫＩ　東京","東京都","中央区築地1-9-4","104-0045","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"20609","東京ビュック","東京都","中央区勝どき2-8-12","104-0054","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"158805","ホテルリブマックス茅場町","東京都","中央区日本橋茅場町3-7-3","103-0025","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"188447","ザ　ロイヤルパークホテル　銀座６丁目","東京都","中央区銀座六丁目16番14号","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"168397","からくさホテル　ＴＯＫＹＯ　ＳＴＡＴＩＯＮ","東京都","中央区八重洲1-5-3","103-0028","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"49336","ファミリーロッジ旅籠屋・東京新木場店","東京都","江東区新木場1-9-9","136-0082","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"168230","ザ　ロイヤルパーク　キャンバス　銀座８","東京都","中央区銀座8-9-4","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"181705","ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　秋葉原","東京都","千代田区神田佐久間町4-5","101-0025","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"176983","クインテッサホテル東京銀座","東京都","中央区銀座4丁目11-4","104-0061","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"108323","東横ＩＮＮ日本橋馬喰町","東京都","中央区日本橋大伝馬町14-16","103-0011","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"187427","イビススタイルズ東京銀座Ｅａｓｔ","東京都","中央区新富1-2-13","104-0041","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
"168235","ホテルリブマックス東京新富町","東京都","中央区新富1-7-12","104-0041","A","東京駅・銀座・秋葉原・東陽町・葛西","","","","","","","","","","","","",""
